No.;Time;signal strength;Source;Destination;Info;Length;;;;Signal 1;Signal 2
16910;773.358.312.868;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=855/22275, ttl=64 (no response found!);161;;192.168.1.105;;-49 dBm;
16911;773.358.341.708;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=855/22275, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
16912;773.359.273.015;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=855/22275, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
16913;773.359.303.800;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=855/22275, ttl=64 (reply in 16914);161;;192.168.1.105;;-49 dBm;
16914;773.366.262.642;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=855/22275, ttl=64 (request in 16913);172;;192.168.1.105;;-78 dBm;
16915;773.366.305.592;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=855/22275, ttl=64;172;;192.168.1.105;;-79 dBm;
16916;773.368.662.960;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=855/22275, ttl=64;161;;192.168.1.105;;-50 dBm;
16918;773.862.543.684;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=821/13571, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
16929;774.077.049.686;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=821/13571, ttl=64 (reply in 16930);161;;192.168.1.109;;;-50 dBm
16930;774.216.285.217;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=821/13571, ttl=64 (request in 16929);172;;192.168.1.109;;;-78 dBm
16931;774.281.793.796;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=821/13571, ttl=64;161;;192.168.1.109;;;-50 dBm
16932;774.282.750.269;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=821/13571, ttl=64;161;;192.168.1.109;;;-50 dBm
16933;774.290.547.714;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=856/22531, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
16934;774.383.468.390;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=856/22531, ttl=64 (reply in 16935);161;;192.168.1.105;;-50 dBm;
16935;774.389.921.382;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=856/22531, ttl=64 (request in 16934);172;;192.168.1.105;;-79 dBm;
16936;774.389.961.916;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=856/22531, ttl=64;172;;192.168.1.105;;-79 dBm;
16937;774.392.397.209;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=856/22531, ttl=64;161;;192.168.1.105;;-49 dBm;
16940;774.999.516.208;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=822/13827, ttl=64 (reply in 16941);161;;192.168.1.109;;;-50 dBm
16941;775.006.456.112;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=822/13827, ttl=64 (request in 16940);172;;192.168.1.109;;;-79 dBm
16942;775.098.797.976;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=822/13827, ttl=64;161;;192.168.1.109;;;-50 dBm
16943;775.291.363.559;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=857/22787, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
16944;775.406.118.608;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=857/22787, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
16945;775.406.149.216;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=857/22787, ttl=64 (no response found!);161;;192.168.1.105;;-49 dBm;
16946;775.407.900.196;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=857/22787, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
16947;775.407.921.416;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=857/22787, ttl=64 (no response found!);161;;192.168.1.105;;-49 dBm;
16948;775.407.938.564;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=857/22787, ttl=64 (reply in 16949);161;;192.168.1.105;;-50 dBm;
16949;775.415.023.815;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=857/22787, ttl=64 (request in 16948);172;;192.168.1.105;;-79 dBm;
16950;775.415.069.933;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=857/22787, ttl=64;172;;192.168.1.105;;-79 dBm;
16951;775.415.730.364;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=857/22787, ttl=64;172;;192.168.1.105;;-79 dBm;
16953;775.417.680.872;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=857/22787, ttl=64;161;;192.168.1.105;;-50 dBm;
16982;775.866.910.545;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=823/14083, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
16983;775.867.971.602;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=823/14083, ttl=64 (reply in 16984);172;;192.168.1.109;;;-50 dBm
16984;775.870.437.226;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=823/14083, ttl=64 (request in 16983);172;;192.168.1.109;;;-78 dBm
16985;775.872.313.313;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=823/14083, ttl=64;161;;192.168.1.109;;;-49 dBm
16986;776.291.390.675;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=858/23043, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
16987;776.327.874.135;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=858/23043, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
16988;776.327.894.291;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=858/23043, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
16989;776.327.909.900;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=858/23043, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
16990;776.328.798.150;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=858/23043, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
16991;776.328.828.792;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=858/23043, ttl=64 (reply in 16992);161;;192.168.1.105;;-50 dBm;
16992;776.336.938.384;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=858/23043, ttl=64 (request in 16991);172;;192.168.1.105;;-78 dBm;
16993;776.339.260.347;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=858/23043, ttl=64;161;;192.168.1.105;;-49 dBm;
16996;776.942.618.554;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=824/14339, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
16997;776.942.638.922;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=824/14339, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
16998;776.942.658.654;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=824/14339, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
16999;776.942.675.597;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=824/14339, ttl=64 (reply in 17000);161;;192.168.1.109;;;-50 dBm
17000;776.949.100.979;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=824/14339, ttl=64 (request in 16999);172;;192.168.1.109;;;-78 dBm
17001;776.950.961.213;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=824/14339, ttl=64;161;;192.168.1.109;;;-50 dBm
17002;776.950.991.556;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=824/14339, ttl=64;161;;192.168.1.109;;;-50 dBm
17010;777.292.212.296;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=859/23299, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
17011;777.355.203.415;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=859/23299, ttl=64 (reply in 17012);161;;192.168.1.105;;-50 dBm;
17012;777.364.284.949;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=859/23299, ttl=64 (request in 17011);172;;192.168.1.105;;-78 dBm;
17013;777.366.409.184;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=859/23299, ttl=64;161;;192.168.1.105;;-50 dBm;
17018;777.967.063.696;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=825/14595, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
17019;777.967.096.811;-49 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=825/14595, ttl=64 (no response found!);161;;192.168.1.109;;;-49 dBm
17020;777.967.125.671;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=825/14595, ttl=64 (reply in 17021);161;;192.168.1.109;;;-50 dBm
17021;777.972.271.405;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=825/14595, ttl=64 (request in 17020);172;;192.168.1.109;;;-79 dBm
17022;777.974.868.280;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=825/14595, ttl=64;161;;192.168.1.109;;;-49 dBm
17026;778.292.425.357;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=860/23555, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17027;778.375.713.638;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=860/23555, ttl=64 (reply in 17028);161;;192.168.1.105;;-50 dBm;
17028;778.384.204.373;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=860/23555, ttl=64 (request in 17027);172;;192.168.1.105;;-78 dBm;
17029;778.386.295.175;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=860/23555, ttl=64;161;;192.168.1.105;;-50 dBm;
17031;778.872.542.723;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=826/14851, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17032;778.887.514.290;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=826/14851, ttl=64 (reply in 17037);161;;192.168.1.109;;;-50 dBm
17037;778.898.627.894;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=826/14851, ttl=64 (request in 17032);172;;192.168.1.109;;;-78 dBm
17040;778.900.745.473;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=826/14851, ttl=64;161;;192.168.1.109;;;-50 dBm
17051;779.302.347.431;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=861/23811, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17053;779.494.877.796;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=861/23811, ttl=64 (reply in 17054);161;;192.168.1.105;;-50 dBm;
17054;779.503.637.685;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=861/23811, ttl=64 (request in 17053);172;;192.168.1.105;;-78 dBm;
17055;779.503.677.067;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=861/23811, ttl=64;172;;192.168.1.105;;-79 dBm;
17056;779.504.477.213;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=861/23811, ttl=64;161;;192.168.1.105;;-50 dBm;
17064;779.914.202.064;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=827/15107, ttl=64 (reply in 17065);161;;192.168.1.109;;;-50 dBm
17065;779.923.511.323;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=827/15107, ttl=64 (request in 17064);172;;192.168.1.109;;;-78 dBm
17066;779.925.609.981;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=827/15107, ttl=64;161;;192.168.1.109;;;-50 dBm
17067;780.294.273.797;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=862/24067, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17068;780.298.628.616;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=862/24067, ttl=64 (reply in 17069);161;;192.168.1.105;;-50 dBm;
17069;780.304.863.308;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=862/24067, ttl=64 (request in 17068);172;;192.168.1.105;;-79 dBm;
17070;780.306.984.911;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=862/24067, ttl=64;161;;192.168.1.105;;-50 dBm;
17081;780.916.710.120;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=828/15363, ttl=64 (reply in 17082);161;;192.168.1.109;;;-50 dBm
17082;780.917.440.219;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=828/15363, ttl=64 (request in 17081);172;;192.168.1.109;;;-78 dBm
17083;780.919.319.990;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=828/15363, ttl=64;161;;192.168.1.109;;;-50 dBm
17084;780.919.352.229;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=828/15363, ttl=64;161;;192.168.1.109;;;-50 dBm
17085;781.294.925.653;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=863/24323, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17086;781.296.546.880;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=863/24323, ttl=64 (reply in 17087);161;;192.168.1.105;;-50 dBm;
17087;781.304.286.185;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=863/24323, ttl=64 (request in 17086);172;;192.168.1.105;;-78 dBm;
17088;781.306.918.447;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=863/24323, ttl=64;161;;192.168.1.105;;-50 dBm;
17101;781.876.425.898;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=829/15619, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
17102;781.960.220.395;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=829/15619, ttl=64 (reply in 17103);161;;192.168.1.109;;;-50 dBm
17103;782.094.366.731;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=829/15619, ttl=64 (request in 17102);172;;192.168.1.109;;;-78 dBm
17104;782.161.782.006;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=829/15619, ttl=64;161;;192.168.1.109;;;-49 dBm
17105;782.161.812.720;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=829/15619, ttl=64;161;;192.168.1.109;;;-50 dBm
17106;782.295.631.419;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17113;782.472.123.469;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17114;782.473.090.628;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17115;782.473.121.095;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17116;782.473.759.495;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17117;782.474.456.728;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17118;782.475.932.818;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17119;782.475.978.243;-49 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=864/24579, ttl=64 (reply in 17120);161;;192.168.1.105;;-49 dBm;
17120;782.482.938.912;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=864/24579, ttl=64 (request in 17119);172;;192.168.1.105;;-78 dBm;
17121;782.486.357.678;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=864/24579, ttl=64;161;;192.168.1.105;;-50 dBm;
17124;783.296.215.769;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=865/24835, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
17148;783.935.102.664;-68 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=831/16131, ttl=64 (no response found!);172;;192.168.1.109;;;-68 dBm
17149;784.315.346.317;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=866/25091, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
17151;784.516.442.684;;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=830/15875, ttl=64 (reply in 17155);162;;192.168.1.109;;;0
17152;784.516.486.142;;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=865/24835, ttl=64 (reply in 17157);162;;192.168.1.105;;0;
17153;784.516.506.959;;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=831/16131, ttl=64 (reply in 17158);162;;192.168.1.109;;;0
17154;784.516.528.604;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=866/25091, ttl=64 (reply in 17159);172;;192.168.1.105;;-50 dBm;
17155;784.652.237.615;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=830/15875, ttl=64 (request in 17151);172;;192.168.1.109;;;-79 dBm
17156;784.652.278.835;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=830/15875, ttl=64;172;;192.168.1.109;;;-78 dBm
17157;784.654.536.137;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=865/24835, ttl=64 (request in 17152);172;;192.168.1.105;;-79 dBm;
17158;784.654.568.324;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=831/16131, ttl=64 (request in 17153);172;;192.168.1.109;;;-78 dBm
17159;784.655.213.930;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=866/25091, ttl=64 (request in 17154);172;;192.168.1.105;;-78 dBm;
17160;784.657.149.263;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=865/24835, ttl=64;161;;192.168.1.105;;-50 dBm;
17161;784.657.194.471;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=866/25091, ttl=64;161;;192.168.1.105;;-51 dBm;
17165;784.826.382.755;;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=830/15875, ttl=64;162;;192.168.1.109;;;0
17166;784.826.400.763;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=831/16131, ttl=64;172;;192.168.1.109;;;-50 dBm
17171;784.929.862.618;-68 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=832/16387, ttl=64 (no response found!);172;;192.168.1.109;;;-68 dBm
17172;785.027.920.633;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=832/16387, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17173;785.028.882.500;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=832/16387, ttl=64 (reply in 17174);161;;192.168.1.109;;;-50 dBm
17174;785.036.128.717;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=832/16387, ttl=64 (request in 17173);172;;192.168.1.109;;;-78 dBm
17175;785.036.668.917;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=832/16387, ttl=64;161;;192.168.1.109;;;-50 dBm
17176;785.312.890.378;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=867/25347, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
17177;785.336.200.863;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=867/25347, ttl=64 (reply in 17178);161;;192.168.1.105;;-51 dBm;
17178;785.341.893.263;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=867/25347, ttl=64 (request in 17177);172;;192.168.1.105;;-78 dBm;
17179;785.341.939.345;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=867/25347, ttl=64;172;;192.168.1.105;;-78 dBm;
17180;785.344.493.741;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=867/25347, ttl=64;161;;192.168.1.105;;-50 dBm;
17194;785.930.561.374;-68 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=833/16643, ttl=64 (no response found!);172;;192.168.1.109;;;-68 dBm
17195;785.953.462.044;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=833/16643, ttl=64 (reply in 17196);161;;192.168.1.109;;;-51 dBm
17196;785.960.346.894;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=833/16643, ttl=64 (request in 17195);172;;192.168.1.109;;;-79 dBm
17197;785.963.528.771;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=833/16643, ttl=64;161;;192.168.1.109;;;-50 dBm
17198;785.963.559.459;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=833/16643, ttl=64;161;;192.168.1.109;;;-51 dBm
17199;785.963.575.969;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=833/16643, ttl=64;161;;192.168.1.109;;;-50 dBm
17200;785.963.595.158;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=833/16643, ttl=64;161;;192.168.1.109;;;-50 dBm
17201;785.963.610.984;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=833/16643, ttl=64;161;;192.168.1.109;;;-50 dBm
17202;786.314.423.903;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=868/25603, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
17203;786.316.326.343;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=868/25603, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
17204;786.316.356.883;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=868/25603, ttl=64 (reply in 17205);161;;192.168.1.105;;-50 dBm;
17205;786.318.129.736;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=868/25603, ttl=64 (request in 17204);172;;192.168.1.105;;-79 dBm;
17206;786.320.408.243;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=868/25603, ttl=64;161;;192.168.1.105;;-50 dBm;
17207;786.320.439.050;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=868/25603, ttl=64;161;;192.168.1.105;;-50 dBm;
17219;786.977.271.468;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=834/16899, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17220;786.977.291.218;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=834/16899, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17221;786.977.306.465;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=834/16899, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
17222;786.977.830.696;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=834/16899, ttl=64 (reply in 17223);161;;192.168.1.109;;;-50 dBm
17223;787.114.149.879;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=834/16899, ttl=64 (request in 17222);172;;192.168.1.109;;;-79 dBm
17224;787.116.276.949;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=834/16899, ttl=64;161;;192.168.1.109;;;-50 dBm
17225;787.316.368.509;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=869/25859, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
17227;787.489.356.890;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=869/25859, ttl=64 (reply in 17228);161;;192.168.1.105;;-50 dBm;
17228;787.496.266.291;-80 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=869/25859, ttl=64 (request in 17227);172;;192.168.1.105;;-80 dBm;
17229;787.499.002.668;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=869/25859, ttl=64;161;;192.168.1.105;;-50 dBm;
17239;787.932.243.563;-72 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=835/17155, ttl=64 (no response found!);172;;192.168.1.109;;;-72 dBm
17240;787.998.661.005;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=835/17155, ttl=64 (reply in 17241);161;;192.168.1.109;;;-50 dBm
17241;788.004.702.983;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=835/17155, ttl=64 (request in 17240);172;;192.168.1.109;;;-79 dBm
17242;788.100.719.921;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=835/17155, ttl=64;161;;192.168.1.109;;;-50 dBm
