No.;Time;Signal Strength;Source;Destination;Protocol;Length;Info;;;;
16517;755.792.352.989;;192.168.1.100;192.168.1.109;ICMP;162;Echo (ping) reply    id=0x0a97, seq=798/7683, ttl=64 (request in 16513);;192.168.1.109;;0
16518;755.792.385.412;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=832/16387, ttl=64 (request in 16514);192.168.1.105;;-74 dBm;
16519;755.810.395.398;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=831/16131, ttl=64;192.168.1.105;;-50 dBm;
16520;755.810.440.963;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=832/16387, ttl=64;192.168.1.105;;-51 dBm;
16521;755.851.412.067;;192.168.1.100;192.168.1.109;ICMP;162;Echo (ping) reply    id=0x0a97, seq=797/7427, ttl=64;;192.168.1.109;;0
16522;755.851.444.282;-50 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=798/7683, ttl=64;;192.168.1.109;;-50 dBm
16523;755.851.460.900;;192.168.1.100;192.168.1.109;ICMP;162;Echo (ping) reply    id=0x0a97, seq=797/7427, ttl=64;;192.168.1.109;;0
16524;755.851.476.962;-50 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=798/7683, ttl=64;;192.168.1.109;;-50 dBm
16525;755.852.436.982;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=797/7427, ttl=64;;192.168.1.109;;-50 dBm
16534;756.770.321.849;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=833/16643, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16535;756.780.583.536;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=799/7939, ttl=64 (reply in 16537);;192.168.1.109;;0
16536;756.780.636.053;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=833/16643, ttl=64 (reply in 16538);192.168.1.105;;-50 dBm;
16537;756.784.547.078;;192.168.1.100;192.168.1.109;ICMP;162;Echo (ping) reply    id=0x0a97, seq=799/7939, ttl=64 (request in 16535);;192.168.1.109;;0
16538;756.784.569.808;-75 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=833/16643, ttl=64 (request in 16536);192.168.1.105;;-75 dBm;
16539;756.786.400.631;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=833/16643, ttl=64;192.168.1.105;;-50 dBm;
16541;756.843.795.652;-50 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=799/7939, ttl=64;;192.168.1.109;;-50 dBm
16553;757.384.214.307;-72 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=800/8195, ttl=64 (no response found!);;192.168.1.109;;-72 dBm
16554;757.771.746.692;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=834/16899, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16565;758.317.819.491;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=800/8195, ttl=64 (no response found!);;192.168.1.109;;0
16566;758.317.851.984;-49 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=834/16899, ttl=64 (no response found!);192.168.1.105;;-49 dBm;
16567;758.317.868.809;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=800/8195, ttl=64 (reply in 16569);;192.168.1.109;;0
16568;758.317.885.093;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=834/16899, ttl=64 (reply in 16570);192.168.1.105;;-50 dBm;
16569;758.321.801.155;;192.168.1.100;192.168.1.109;ICMP;162;Echo (ping) reply    id=0x0a97, seq=800/8195, ttl=64 (request in 16567);;192.168.1.109;;0
16570;758.321.824.541;-75 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=834/16899, ttl=64 (request in 16568);192.168.1.105;;-75 dBm;
16571;758.323.900.681;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=834/16899, ttl=64;192.168.1.105;;-49 dBm;
16572;758.323.931.446;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=834/16899, ttl=64;192.168.1.105;;-50 dBm;
16573;758.394.035.980;-72 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=801/8451, ttl=64 (no response found!);;192.168.1.109;;-72 dBm
16574;758.396.205.396;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=800/8195, ttl=64;;192.168.1.109;;-50 dBm
16575;758.396.249.571;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=801/8451, ttl=64 (reply in 16576);;192.168.1.109;;-50 dBm
16576;758.398.958.213;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=801/8451, ttl=64 (request in 16575);;192.168.1.109;;-75 dBm
16577;758.400.356.200;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=801/8451, ttl=64;;192.168.1.109;;-50 dBm
16578;758.770.409.446;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=835/17155, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16583;758.928.885.987;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=835/17155, ttl=64 (reply in 16584);192.168.1.105;;-50 dBm;
16584;758.937.661.497;-73 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=835/17155, ttl=64 (request in 16583);192.168.1.105;;-73 dBm;
16585;758.939.598.389;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=835/17155, ttl=64;192.168.1.105;;-50 dBm;
16590;759.636.520.217;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=802/8707, ttl=64 (reply in 16591);;192.168.1.109;;-50 dBm
16591;759.639.286.972;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=802/8707, ttl=64 (request in 16590);;192.168.1.109;;-73 dBm
16592;759.736.618.760;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=802/8707, ttl=64;;192.168.1.109;;-50 dBm
16593;759.736.649.485;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=802/8707, ttl=64;;192.168.1.109;;-50 dBm
16594;759.773.921.470;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=836/17411, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16595;759.775.994.387;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=836/17411, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16596;759.776.025.329;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=836/17411, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16597;759.776.041.117;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=836/17411, ttl=64 (reply in 16598);192.168.1.105;;-50 dBm;
16598;759.778.901.636;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=836/17411, ttl=64 (request in 16597);192.168.1.105;;-72 dBm;
16599;759.780.569.804;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=836/17411, ttl=64;192.168.1.105;;-49 dBm;
16607;760.467.061.829;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=803/8963, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16608;760.467.092.777;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=803/8963, ttl=64 (reply in 16609);;192.168.1.109;;-49 dBm
16609;760.469.880.827;-76 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=803/8963, ttl=64 (request in 16608);;192.168.1.109;;-76 dBm
16610;760.471.376.599;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=803/8963, ttl=64;;192.168.1.109;;-50 dBm
16611;760.772.534.280;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
16612;760.774.353.610;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16613;760.774.384.085;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (no response found!);192.168.1.105;;-51 dBm;
16614;760.774.399.442;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16615;760.774.835.685;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16616;760.775.553.942;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16617;760.776.089.855;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16618;760.777.187.525;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=837/17667, ttl=64 (reply in 16619);192.168.1.105;;-50 dBm;
16619;760.780.180.443;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=837/17667, ttl=64 (request in 16618);192.168.1.105;;-74 dBm;
16620;760.782.799.927;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=837/17667, ttl=64;192.168.1.105;;-50 dBm;
16633;761.774.506.916;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=838/17923, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16643;761.998.281.200;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=804/9219, ttl=64 (reply in 16645);;192.168.1.109;;0
16644;761.998.319.027;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=838/17923, ttl=64 (reply in 16646);192.168.1.105;;-50 dBm;
16645;762.001.263.035;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=804/9219, ttl=64 (request in 16643);;192.168.1.109;;-75 dBm
16646;762.001.590.627;-75 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=838/17923, ttl=64 (request in 16644);192.168.1.105;;-75 dBm;
16647;762.004.660.852;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=838/17923, ttl=64;192.168.1.105;;-49 dBm;
16648;762.004.692.069;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=804/9219, ttl=64;;192.168.1.109;;-50 dBm
16649;762.004.709.119;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=804/9219, ttl=64;;192.168.1.109;;-50 dBm
16650;762.004.744.234;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=838/17923, ttl=64;192.168.1.105;;-50 dBm;
16656;762.616.791.839;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=805/9475, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16657;762.616.826.113;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=805/9475, ttl=64 (reply in 16658);;192.168.1.109;;-49 dBm
16658;762.619.617.200;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=805/9475, ttl=64 (request in 16657);;192.168.1.109;;-75 dBm
16659;762.715.447.011;-51 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=805/9475, ttl=64;;192.168.1.109;;-51 dBm
16660;762.715.478.626;-54 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=805/9475, ttl=64;;192.168.1.109;;-54 dBm
16661;762.718.344.758;-48 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=805/9475, ttl=64;;192.168.1.109;;-48 dBm
16662;762.721.353.753;-49 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=805/9475, ttl=64;;192.168.1.109;;-49 dBm
16663;762.723.321.059;-49 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=805/9475, ttl=64;;192.168.1.109;;-49 dBm
16664;762.726.794.360;-50 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=805/9475, ttl=64;;192.168.1.109;;-50 dBm
16665;762.775.393.722;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=839/18179, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16666;762.776.130.768;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=839/18179, ttl=64 (reply in 16667);192.168.1.105;;-50 dBm;
16667;762.780.198.256;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=839/18179, ttl=64 (request in 16666);192.168.1.105;;-75 dBm;
16668;762.780.233.671;-75 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=839/18179, ttl=64;192.168.1.105;;-75 dBm;
16669;762.783.267.346;-74 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=839/18179, ttl=64;192.168.1.105;;-74 dBm;
16670;762.795.135.448;-74 dBm;192.168.1.100;192.168.1.105;ICMP;158;Echo (ping) reply    id=0x0b53, seq=839/18179, ttl=64;192.168.1.105;;-74 dBm;
16671;762.796.601.805;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=839/18179, ttl=64;192.168.1.105;;-49 dBm;
16675;763.397.593.218;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=806/9731, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
16681;763.776.565.611;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=840/18435, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16683;763.847.413.956;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=806/9731, ttl=64 (reply in 16690);;192.168.1.109;;0
16684;763.847.446.835;-49 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=840/18435, ttl=64 (no response found!);192.168.1.105;;-49 dBm;
16685;763.847.474.831;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=840/18435, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16686;763.848.588.956;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=840/18435, ttl=64 (no response found!);192.168.1.105;;-51 dBm;
16687;763.848.620.156;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=840/18435, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16688;763.848.635.546;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=840/18435, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16689;763.849.246.040;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=840/18435, ttl=64 (reply in 16691);192.168.1.105;;-50 dBm;
16690;763.850.766.513;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=806/9731, ttl=64 (request in 16683);;192.168.1.109;;-75 dBm
16691;763.851.133.322;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=840/18435, ttl=64 (request in 16689);192.168.1.105;;-74 dBm;
16692;763.853.208.673;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=806/9731, ttl=64;;192.168.1.109;;-50 dBm
16693;763.853.255.063;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=840/18435, ttl=64;192.168.1.105;;-50 dBm;
16710;764.459.961.331;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=807/9987, ttl=64 (reply in 16711);;192.168.1.109;;-50 dBm
16711;764.462.904.509;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=807/9987, ttl=64 (request in 16710);;192.168.1.109;;-75 dBm
16712;764.464.870.444;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=807/9987, ttl=64;;192.168.1.109;;-50 dBm
16713;764.778.091.549;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=841/18691, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16714;764.779.757.697;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=841/18691, ttl=64 (reply in 16715);192.168.1.105;;-50 dBm;
16715;764.782.217.189;-75 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=841/18691, ttl=64 (request in 16714);192.168.1.105;;-75 dBm;
16716;764.784.199.583;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=841/18691, ttl=64;192.168.1.105;;-50 dBm;
16734;765.495.375.837;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=808/10243, ttl=64 (no response found!);;192.168.1.109;;-51 dBm
16735;765.496.223.968;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=808/10243, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16736;765.496.254.163;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=808/10243, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16737;765.497.669.117;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=808/10243, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16738;765.497.699.598;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=808/10243, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16739;765.498.369.974;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=808/10243, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16740;765.500.543.502;-49 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=808/10243, ttl=64 (reply in 16741);;192.168.1.109;;-49 dBm
16741;765.502.101.950;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=808/10243, ttl=64 (request in 16740);;192.168.1.109;;-72 dBm
16742;765.505.362.266;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=808/10243, ttl=64;;192.168.1.109;;-50 dBm
16743;765.505.393.420;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=808/10243, ttl=64;;192.168.1.109;;-49 dBm
16744;765.780.575.465;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=842/18947, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16745;765.782.174.939;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=842/18947, ttl=64 (reply in 16746);192.168.1.105;;-50 dBm;
16746;765.784.844.789;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=842/18947, ttl=64 (request in 16745);192.168.1.105;;-72 dBm;
16747;765.786.820.257;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=842/18947, ttl=64;192.168.1.105;;-50 dBm;
16755;766.609.615.413;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=809/10499, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16756;766.609.646.271;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=809/10499, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16757;766.609.665.853;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=809/10499, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
16758;766.610.015.103;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=809/10499, ttl=64 (reply in 16759);;192.168.1.109;;-50 dBm
16759;766.613.538.178;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=809/10499, ttl=64 (request in 16758);;192.168.1.109;;-75 dBm
16760;766.702.041.759;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=809/10499, ttl=64;;192.168.1.109;;-50 dBm
16766;767.386.474.023;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=843/19203, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
16768;767.400.854.159;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=810/10755, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
16778;767.799.657.218;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=844/19459, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16779;767.837.714.980;;192.168.1.105;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0b53, seq=843/19203, ttl=64 (reply in 16782);192.168.1.105;;0;
16780;767.837.746.395;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=810/10755, ttl=64 (reply in 16783);;192.168.1.109;;0
16781;767.837.764.447;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=844/19459, ttl=64 (reply in 16784);192.168.1.105;;-50 dBm;
16782;767.842.239.492;-75 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=843/19203, ttl=64 (request in 16779);192.168.1.105;;-75 dBm;
16783;767.842.283.752;-75 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=810/10755, ttl=64 (request in 16780);;192.168.1.109;;-75 dBm
16784;767.842.316.335;-75 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=844/19459, ttl=64 (request in 16781);192.168.1.105;;-75 dBm;
16785;767.843.559.347;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=843/19203, ttl=64;192.168.1.105;;-50 dBm;
16786;767.843.605.855;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=844/19459, ttl=64;192.168.1.105;;-50 dBm;
16788;767.857.272.231;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=810/10755, ttl=64;;192.168.1.109;;-50 dBm
16789;767.857.316.729;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=810/10755, ttl=64;;192.168.1.109;;-49 dBm
16803;768.400.812.913;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=811/11011, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
16804;768.454.390.513;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=811/11011, ttl=64 (reply in 16805);;192.168.1.109;;-50 dBm
16805;768.458.073.040;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=811/11011, ttl=64 (request in 16804);;192.168.1.109;;-75 dBm
16806;768.460.204.353;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=811/11011, ttl=64;;192.168.1.109;;-49 dBm
16807;768.801.356.613;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=845/19715, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
16808;768.803.401.633;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=845/19715, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16809;768.803.432.258;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=845/19715, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16810;768.803.448.139;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=845/19715, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16811;768.804.627.209;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=845/19715, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
16812;768.804.664.041;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=845/19715, ttl=64 (reply in 16813);192.168.1.105;;-49 dBm;
16813;768.806.834.673;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=845/19715, ttl=64 (request in 16812);192.168.1.105;;-74 dBm;
16814;768.809.138.955;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=845/19715, ttl=64;192.168.1.105;;-50 dBm;
