No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
18129;849.096.099.688;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=958/48643, ttl=64 (reply in 18130);161;;192.168.1.106;;-53 dBm
18130;849.101.495.495;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=958/48643, ttl=64 (request in 18129);172;;192.168.1.106;;-77 dBm
18131;849.103.734.022;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=958/48643, ttl=64;161;;192.168.1.106;;-52 dBm
18141;849.573.631.984;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1015/63235, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18143;849.607.941.104;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1015/63235, ttl=64 (reply in 18144);161;192.168.1.102;;-53 dBm;
18144;849.614.528.371;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1015/63235, ttl=64 (request in 18143);172;192.168.1.102;;-77 dBm;
18145;849.616.629.846;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1015/63235, ttl=64;161;192.168.1.102;;-53 dBm;
18146;850.015.322.797;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=959/48899, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18147;850.016.950.189;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=959/48899, ttl=64 (reply in 18148);161;;192.168.1.106;;-53 dBm
18148;850.023.379.702;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=959/48899, ttl=64 (request in 18147);172;;192.168.1.106;;-78 dBm
18149;850.025.476.722;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=959/48899, ttl=64;161;;192.168.1.106;;-53 dBm
18158;850.574.663.742;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1016/63491, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18159;850.577.387.682;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1016/63491, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
18160;850.577.418.171;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1016/63491, ttl=64 (no response found!);161;192.168.1.102;;-54 dBm;
18161;850.577.435.101;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1016/63491, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18162;850.577.449.809;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1016/63491, ttl=64 (reply in 18163);161;192.168.1.102;;-52 dBm;
18163;850.582.335.809;-78 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1016/63491, ttl=64 (request in 18162);172;192.168.1.102;;-78 dBm;
18164;850.584.877.001;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1016/63491, ttl=64;161;192.168.1.102;;-52 dBm;
18165;851.015.470.338;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=960/49155, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18166;851.017.813.560;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=960/49155, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
18167;851.017.861.997;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=960/49155, ttl=64 (reply in 18168);161;;192.168.1.106;;-53 dBm
18168;851.024.325.662;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=960/49155, ttl=64 (request in 18167);172;;192.168.1.106;;-77 dBm
18169;851.024.972.580;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=960/49155, ttl=64;172;;192.168.1.106;;-77 dBm
18170;851.026.888.925;-54 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=960/49155, ttl=64;161;;192.168.1.106;;-54 dBm
18171;851.026.920.470;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=960/49155, ttl=64;161;;192.168.1.106;;-53 dBm
18180;851.576.701.712;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1017/63747, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18181;851.657.855.744;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1017/63747, ttl=64 (reply in 18182);161;192.168.1.102;;-54 dBm;
18182;851.666.345.674;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1017/63747, ttl=64 (request in 18181);161;192.168.1.102;;-54 dBm;
18183;851.666.377.361;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1017/63747, ttl=64;161;192.168.1.102;;-53 dBm;
18184;852.016.950.193;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=961/49411, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18185;852.058.267.224;-54 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=961/49411, ttl=64 (no response found!);161;;192.168.1.106;;-54 dBm
18186;852.058.298.338;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=961/49411, ttl=64 (reply in 18187);161;;192.168.1.106;;-53 dBm
18187;852.065.369.242;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=961/49411, ttl=64 (request in 18186);172;;192.168.1.106;;-78 dBm
18188;852.065.412.341;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=961/49411, ttl=64;172;;192.168.1.106;;-78 dBm
18189;852.068.266.872;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=961/49411, ttl=64;161;;192.168.1.106;;-52 dBm
18190;852.068.297.980;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=961/49411, ttl=64;161;;192.168.1.106;;-53 dBm
18191;852.068.313.930;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=961/49411, ttl=64;161;;192.168.1.106;;-53 dBm
18196;852.574.849.629;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1018/64003, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18197;852.576.726.011;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1018/64003, ttl=64 (reply in 18198);161;192.168.1.102;;-53 dBm;
18198;852.577.733.748;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1018/64003, ttl=64 (request in 18197);172;192.168.1.102;;-77 dBm;
18199;852.579.911.249;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1018/64003, ttl=64;161;192.168.1.102;;-53 dBm;
18205;853.025.057.581;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=962/49667, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18206;853.094.002.946;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=962/49667, ttl=64 (reply in 18207);161;;192.168.1.106;;-52 dBm
18207;853.134.237.712;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=962/49667, ttl=64 (request in 18206);172;;192.168.1.106;;-77 dBm
18208;853.144.250.566;-51 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=962/49667, ttl=64;158;;192.168.1.106;;-51 dBm
18209;853.146.217.548;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=962/49667, ttl=64;158;;192.168.1.106;;-52 dBm
18210;853.149.043.448;-51 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=962/49667, ttl=64;158;;192.168.1.106;;-51 dBm
18211;853.150.736.120;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=962/49667, ttl=64;158;;192.168.1.106;;-52 dBm
18212;853.152.532.013;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=962/49667, ttl=64;158;;192.168.1.106;;-53 dBm
18214;853.270.670.854;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=962/49667, ttl=64;172;;192.168.1.106;;-77 dBm
18226;853.580.008.712;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1019/64259, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18232;853.583.994.190;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1019/64259, ttl=64 (reply in 18235);161;192.168.1.102;;-53 dBm;
18235;853.588.463.611;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1019/64259, ttl=64 (request in 18232);161;192.168.1.102;;-53 dBm;
18236;854.021.071.756;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=963/49923, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
18237;854.021.102.963;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=963/49923, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18240;854.584.244.557;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1020/64515, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18241;854.587.851.333;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1020/64515, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18242;854.587.899.958;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1020/64515, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18243;854.587.931.433;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1020/64515, ttl=64 (reply in 18261);161;192.168.1.102;;-53 dBm;
18255;855.055.795.914;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=964/50179, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18256;855.058.463.606;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=964/50179, ttl=64 (reply in 18257);161;;192.168.1.106;;-52 dBm
18257;855.061.342.054;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=964/50179, ttl=64 (request in 18256);172;;192.168.1.106;;-77 dBm
18258;855.063.575.571;-54 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=964/50179, ttl=64;161;;192.168.1.106;;-54 dBm
18261;855.237.744.429;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1020/64515, ttl=64 (request in 18243);161;192.168.1.102;;-53 dBm;
18276;855.576.306.807;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1021/64771, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18277;855.650.097.269;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1021/64771, ttl=64 (reply in 18278);161;192.168.1.102;;-53 dBm;
18278;855.658.751.604;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1021/64771, ttl=64 (request in 18277);161;192.168.1.102;;-53 dBm;
18279;856.057.534.485;-60 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=965/50435, ttl=64 (no response found!);161;;192.168.1.106;;-60 dBm
18280;856.158.057.415;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=965/50435, ttl=64 (reply in 18281);161;;192.168.1.106;;-52 dBm
18281;856.165.797.192;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=965/50435, ttl=64 (request in 18280);172;;192.168.1.106;;-77 dBm
18282;856.167.928.555;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=965/50435, ttl=64;161;;192.168.1.106;;-53 dBm
18287;856.582.370.345;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1022/65027, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18292;856.667.769.873;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1022/65027, ttl=64 (reply in 18293);161;192.168.1.102;;-53 dBm;
18293;856.676.620.546;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1022/65027, ttl=64 (request in 18292);172;192.168.1.102;;-77 dBm;
18294;856.678.612.016;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1022/65027, ttl=64;161;192.168.1.102;;-54 dBm;
18295;857.058.771.931;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=966/50691, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
18296;857.177.551.207;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=966/50691, ttl=64 (reply in 18297);161;;192.168.1.106;;-53 dBm
18297;857.186.096.614;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=966/50691, ttl=64 (request in 18296);172;;192.168.1.106;;-78 dBm
18298;857.188.249.957;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=966/50691, ttl=64;161;;192.168.1.106;;-53 dBm
18306;857.581.457.860;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1023/65283, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18309;857.588.674.893;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1023/65283, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18310;857.588.704.610;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1023/65283, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
18311;857.588.726.377;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1023/65283, ttl=64 (reply in 18312);161;192.168.1.102;;-52 dBm;
18312;857.597.255.200;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1023/65283, ttl=64 (request in 18311);172;192.168.1.102;;-77 dBm;
18313;857.597.300.614;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1023/65283, ttl=64;172;192.168.1.102;;-77 dBm;
18314;857.599.719.852;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1023/65283, ttl=64;161;192.168.1.102;;-52 dBm;
18315;858.060.050.134;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=967/50947, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
18322;858.596.844.630;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1024/4, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18325;858.646.870.302;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1024/4, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18332;858.818.162.717;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1024/4, ttl=64 (reply in 18335);161;192.168.1.102;;-52 dBm;
18333;859.087.683.696;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=968/51203, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
18334;859.117.373.883;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=968/51203, ttl=64 (reply in 18336);172;;192.168.1.106;;-52 dBm
18335;859.121.124.416;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1024/4, ttl=64 (request in 18332);172;192.168.1.102;;-77 dBm;
18336;859.125.249.698;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=968/51203, ttl=64 (request in 18334);172;;192.168.1.106;;-78 dBm
18337;859.127.187.240;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=968/51203, ttl=64;161;;192.168.1.106;;-53 dBm
18339;859.226.830.606;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1024/4, ttl=64;161;192.168.1.102;;-53 dBm;
18343;859.585.098.455;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1025/260, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18344;859.586.957.351;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1025/260, ttl=64 (reply in 18345);161;192.168.1.102;;-52 dBm;
18345;859.592.133.825;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1025/260, ttl=64 (request in 18344);172;192.168.1.102;;-77 dBm;
18346;859.593.967.435;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1025/260, ttl=64;161;192.168.1.102;;-53 dBm;
18347;859.593.998.420;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1025/260, ttl=64;161;192.168.1.102;;-53 dBm;
18352;860.089.088.021;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=969/51459, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18353;860.090.571.519;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=969/51459, ttl=64 (reply in 18354);161;;192.168.1.106;;-53 dBm
18354;860.096.877.773;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=969/51459, ttl=64 (request in 18353);172;;192.168.1.106;;-77 dBm
18355;860.098.879.350;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=969/51459, ttl=64;161;;192.168.1.106;;-53 dBm
18369;860.581.911.853;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1026/516, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
18370;860.668.733.832;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1026/516, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18371;860.668.766.448;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1026/516, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18372;860.668.782.854;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1026/516, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18373;860.668.798.790;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1026/516, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
18374;860.668.813.715;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1026/516, ttl=64 (reply in 18375);161;192.168.1.102;;-53 dBm;
18375;860.675.805.264;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1026/516, ttl=64 (request in 18374);172;192.168.1.102;;-77 dBm;
18376;860.677.792.697;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1026/516, ttl=64;161;192.168.1.102;;-53 dBm;
18377;861.090.718.884;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=970/51715, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
18378;861.092.822.019;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=970/51715, ttl=64 (no response found!);161;;192.168.1.106;;-52 dBm
18379;861.092.854.075;-54 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=970/51715, ttl=64 (no response found!);161;;192.168.1.106;;-54 dBm
18380;861.092.870.394;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=970/51715, ttl=64 (reply in 18381);161;;192.168.1.106;;-53 dBm
18381;861.100.303.772;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=970/51715, ttl=64 (request in 18380);172;;192.168.1.106;;-78 dBm
18382;861.102.167.925;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=970/51715, ttl=64;161;;192.168.1.106;;-53 dBm
18391;861.585.289.254;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1027/772, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18394;861.686.406.562;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1027/772, ttl=64 (reply in 18395);161;192.168.1.102;;-52 dBm;
18395;861.695.134.746;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1027/772, ttl=64 (request in 18394);161;192.168.1.102;;-52 dBm;
18396;861.695.171.654;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1027/772, ttl=64;161;192.168.1.102;;-52 dBm;
18397;862.092.170.673;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=971/51971, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
18398;862.099.357.839;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=971/51971, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
18399;862.099.377.346;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=971/51971, ttl=64 (reply in 18400);161;;192.168.1.106;;-53 dBm
18400;862.108.003.457;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=971/51971, ttl=64 (request in 18399);172;;192.168.1.106;;-77 dBm
18401;862.110.022.442;-54 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=971/51971, ttl=64;161;;192.168.1.106;;-54 dBm
18413;862.585.178.891;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1028/1028, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18414;862.587.173.857;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1028/1028, ttl=64 (reply in 18415);161;192.168.1.102;;-53 dBm;
18415;862.594.303.730;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1028/1028, ttl=64 (request in 18414);161;192.168.1.102;;-52 dBm;
18416;863.093.960.081;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=972/52227, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18417;863.095.455.772;-52 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=972/52227, ttl=64 (reply in 18418);161;;192.168.1.106;;-52 dBm
18418;863.110.030.781;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=972/52227, ttl=64 (request in 18417);172;;192.168.1.106;;-77 dBm
18419;863.114.773.005;-54 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=972/52227, ttl=64;161;;192.168.1.106;;-54 dBm
18422;863.610.515.128;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1029/1284, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
18423;863.610.572.270;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1029/1284, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18424;863.614.017.029;-70 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1029/1284, ttl=64 (no response found!);161;192.168.1.102;;-70 dBm;
18425;863.639.192.213;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1029/1284, ttl=64 (reply in 18426);158;192.168.1.102;;-52 dBm;
18426;863.645.175.389;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1029/1284, ttl=64 (request in 18425);172;192.168.1.102;;-77 dBm;
18427;863.647.502.949;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1029/1284, ttl=64;161;192.168.1.102;;-52 dBm;
18428;863.647.533.907;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1029/1284, ttl=64;161;192.168.1.102;;-54 dBm;
18435;864.095.825.433;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=973/52483, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
18436;864.097.375.495;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=973/52483, ttl=64 (reply in 18437);161;;192.168.1.106;;-53 dBm
18437;864.145.143.195;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=973/52483, ttl=64 (request in 18436);172;;192.168.1.106;;-77 dBm
18438;864.154.946.751;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=973/52483, ttl=64;158;;192.168.1.106;;-52 dBm
18439;864.157.041.123;-51 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=973/52483, ttl=64;158;;192.168.1.106;;-51 dBm
18440;864.160.172.194;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=973/52483, ttl=64;158;;192.168.1.106;;-52 dBm
18441;864.162.302.800;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=973/52483, ttl=64;158;;192.168.1.106;;-52 dBm
18442;864.164.388.815;-51 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=973/52483, ttl=64;158;;192.168.1.106;;-51 dBm
18454;864.605.395.003;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1030/1540, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
18455;864.760.313.692;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=1030/1540, ttl=64 (reply in 18456);161;192.168.1.102;;-54 dBm;
18456;864.761.214.869;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64 (request in 18455);172;192.168.1.102;;-77 dBm;
18457;864.967.470.412;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64;161;192.168.1.102;;-52 dBm;
18458;864.967.489.603;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=1030/1540, ttl=64;161;192.168.1.102;;-53 dBm;
